section,metric,value
meta,target_geographies,2.0
missing_rate,census_population_2021,0.0
missing_rate,census_avg_household_size,0.0
missing_rate,census_median_household_income_2020,0.0
missing_rate,census_owner_households,0.0
missing_rate,census_renter_households,0.0
missing_rate,census_age_65_plus_pct,0.0
