model,rmse,mae,median_ape,robust_rmse,robust_mae,robust_cap_p99_5,n_train,n_test,n_features_total,n_features_cat,n_features_num,model_backend,encoding_mode,target_encoding_target
model_hist_gradient_boosting,9357784.77378529,500973.0014602401,0.11808484406123466,1140926.6115056402,310137.86566948827,24533950.000000186,860843.0,664757.0,65.0,8.0,57.0,hist_gradient_boosting,b,log1p_current_land_value
